Id,Heading,Politik,Utbildning,Religion,Miljo,Ekonomi,LivsstilFritt,SamhalleKonflikter,Halsa,Idrott,VetenskapTeknik
2298,Börjar nästan fundera på om man ska fira mål” Anfallsstjärnan Stina Blackstenius har fått tre mål bortdömda efter VAR-granskning,0,0,0,0,0,0,0,0,1,0
2299,Hundratals har evakuerats på Lesbos,0,0,0,1,0,0,1,0,0,0
2300,Ledare: EU bör inte vänta på att Putin stänger av gasen Att låta Kreml diktera villkoren är livsfarligt,0,0,0,0,0,0,1,0,0,0
2301,3 000 år gammalt fynd splittrar forskare,0,0,0,0,0,0,0,0,0,1
2302,Osäker inför valet? Gör Valkompassen,1,0,0,0,0,0,0,0,0,0
2303,Den svenska golfaren Linn Grant slutade delad åtta i majortävlingen i Frankrike,0,0,0,0,0,0,0,0,1,0
2304,Stopp i tågtrafiken vid Hallsberg efter misstänkt gasläcka. All tågtrafik genom Hallsberg har ställts in tillfälligt,0,0,0,0,0,0,1,0,0,0
2305,Oklar framtid för 18 000 indiska läkarstudenter som studerade i Ukraina. Många har lagt alla sina och familjernas sparpengar på utlandsstudierna,0,1,0,0,0,0,0,0,0,0
2306,Japanska jätteostron ställer till det för semesterfirare på västkusten,0,0,0,0,0,1,0,0,0,0
2307,Ny spridning av covid-19 hemtjänsten på Gotland,0,0,0,0,0,0,0,1,0,0
2308,Smittan sprider sig hos både brukare och personal,0,0,0,0,0,0,0,1,0,0
2309,Bland dödsoffren finns en kvinna som tidigare var borgmästare i södra Filippinerna,0,0,0,0,0,0,1,0,0,0
2310,Mer än 1000 migranter till italienska hamnar i dag. Ytterligare hundratals migranter finns ombord på räddningsfartyg utanför kusten.,0,0,0,0,0,0,1,0,0,0
2311,Ny diabetesteknik når inte ut till patienterna: ”Det är en frustration”. Informationen från diabeteshjälpmedlen lagras i molntjänster med servrar i USA,0,0,0,0,0,0,0,1,0,1
2312,Perseus Karlström hoppas på VM-guld: ”Kan räcka hela vägen”,0,0,0,0,0,0,0,0,1,0
2313,Hundratals resenärer evakuerade på brinnande Lesbos. 450 personer har evakuerats till följd av branden som rasar på den södra delen av ön,0,0,0,1,0,0,1,0,0,0
2314,Minnesträd vid koncentrationsläger i Tyskland vandaliserade. Sju träd vid minnesplatsen för koncentrationslägret har skadats och huggits ned.,0,0,0,0,0,0,1,0,0,0
2315,FN-prognos: 200 miljoner färre barn i världen om 30 år. Endast i Afrika ökar antalet unga,0,0,0,0,0,0,1,0,0,0
2316,"Hjälplinjen: Kvinnor har svårt att be om hjälp på sommaren. ”De är mer kontrollerade och isolerade då, eftersom de lever nära sin förövare",0,0,0,0,0,0,1,0,0,0
2317,Lokförarbristen kan bli värre. Branschstyrelsen tågtrafik: ”De närmsta tio åren har vi stora pensionsavgångar.,0,0,0,0,1,0,0,0,0,0
2318,Torkan i Italien: ”Om regnet inte kommer dör våra vinstockar. Skördar väntas bli minst 30 procent mindre än ett normalt år.,0,0,0,1,0,0,0,0,0,0
2319,"Tonårstjej misshandlad av gäng. Blev både slagen och sparkad, men ska inte ha fått några allvarligare skador.",0,0,0,0,0,0,1,0,0,0
2320,VM-kollen: dubbla favoritfall i VM-stafetterna. Amerikanska herrarna misslyckades i den sista växlingen och släppte förbi Kanada.,0,0,0,0,0,0,0,0,1,0
2321,SMHI: Fler värmeböljor och tropiska nätter väntas sydöstra Sverige. SMHI har gjort scenarier för hur klimatförändringen påverkar vädret.,0,0,0,1,0,0,0,0,0,0
2322,"Ny rapport: Drogproblem på Kulturkvarteret En ny rapport visar på omfattande problem med narkotika på Kulturkvarteret, vilket NA var först med att rapportera",0,0,0,0,0,1,0,1,0,0
2323,Ponny-SM i dressyr avgjordes i Jönköping I helgen har Jönköpings fältrittklubb varit värd för ponny-SM i dressyr på Klämmestorp i Jönköping. 13-åriga Lea Landin från Vissmålens ridklubb och 11-åriga Svea Persson från Tranås ridklubb tycker det är synd att helgen är över.,0,0,0,0,0,0,0,0,1,0
2324,"Två anhållna efter misstänkt knivskärning utanför bensinmack i Sundsvall På söndagsmorgonen uppstod tumult utanför en bensinmack på Södermalm i Sundsvall. Två personer, en man och en kvinna, misstänkts ha skurit en man med kniv och slagit honom med ett okänt föremål. Båda misstänkta gärningsmännen greps misstänkta för grov misshandel, och anhölls under eftermiddagen av åklagare",0,0,0,0,0,0,1,0,0,0
2325,"Historisk byvandring i Ytterån – efter 12 års uppehåll Efter 12 års uppehåll genomfördes under lördagen en historisk byvandring i Ytterån. Byn har en intressant historia som både kurort och industrisamhälle som är värd att lyfta, menar Ytteråns Folketshusförening som arrangerade vandringen.",0,0,0,0,0,1,0,0,0,0
2326,Misstänkt mordförsök i Piteå – en anhållen Ett misstänkt mordförsök inträffade tidigt på söndagsmorgonen i Piteå. En man har anhållits misstänkt för dådet,0,0,0,0,0,0,1,0,0,0
2327,EM-kvartsfinalen en tittarsuccé,0,0,0,0,0,0,0,0,1,0
2328,"11-åriga Shirin testar graffiti: ”Det är jätteroligt” När konstnären Amara Por Dios var på plats i Örebro, i samband med Open art, kunde ungdomar få testa på graffiti.",0,0,0,0,0,1,0,0,0,0
2329,Karlshamns festivalchef: ”Lugnet efter stormen” Efter pandemiuppehållet återkom Östersjöfestivalen i Karlshamn i år. Evenemanget avslutades på lördagen och på söndagen var arrangörerna nöjda.,0,0,0,0,0,1,0,0,0,0
2330,Motorveckan i Lycksele: Polisen vädjar till föräldrar att hålla koll på sina ungdomar Polisen vädjar om hjälp från föräldrar och vårdnadshavare att kontrollera var deras ungdomar befinner sig och med vilka. Polisen vittnar om att det är många unga personer som har kommit till Lycksele,0,0,0,0,0,0,1,0,0,0
2331,"Efter tre år av torka: Konstgjorda sjön är halvfull Efter tre år av torka har vattennivån sjunkit med 38 meter i Shasta Lake, som är en av Kaliforniens viktigaste reservoarer.",0,0,0,1,0,0,0,0,0,0
2332,Flertalet böter utfärdade efter cruising i Arvika 16 personer bötfälldes på plats efter att ha spelat störande musik under lördagens cruisingkväll i Arvika,0,0,0,0,0,1,1,0,0,0
2333,Svenska kyrkan har ett regeringsuppdrag och det är att alla oavsett hudfärg eller religion har rätt att begravas enligt sed.,0,0,1,0,0,0,0,0,0,0
2334,"Kopplingen mellan religion, kyrkogång och partival har försvagats sedan 2010",0,0,1,0,0,0,0,0,0,0
2335,Polisen lagt på Paludans koranbränningar Högerextrema Ramus Paludans mycket energi och resurser för att inte orsaka religiösa oroligheter. ,0,0,1,0,0,0,1,0,0,0
2336,"Det är SMHI:s nya scenarier över hur Sveriges väder påverkas av klimatförändringarna, rapporterar Sveriges Radio",0,0,0,1,0,0,0,0,0,0
2337,Schackspelande robot bröt 7-årings finger,0,0,0,0,0,0,1,0,0,1
2338,Duplantis får walk of fame-platta i Avesta,0,0,0,0,0,0,0,0,1,0
2339,Över 30 döda i bussolycka i Kenya,0,0,0,0,0,0,1,0,0,0
2340,Rekordstark dollar - så påverkas ekonomin,0,0,0,0,1,0,0,0,0,0
2341,Allvarligt skadad person förd till sjukhus två anhållna,0,0,0,0,0,0,1,0,0,0
2342,Följ landslagets presskonferens inför EM-semifinalen mot England,0,0,0,0,0,0,0,0,1,0
2343,Ulrika kan få vänta på tandläkartid – i fem år Personalflykt från Folktandvården drabbar patienter: ”Jag trodde inte det var sant,0,0,0,0,0,0,0,1,0,0
2344,Basebollkort väntas slå rekord – värt 100 miljoner,0,0,0,0,1,0,0,0,1,0
2345,Regeringen måste ta ansvar för att rädda kontanterna,1,0,0,0,1,0,0,0,0,0
2346,Flera skjutna i Kanada – en person gripen Minst en uppges dödad. Attacken tros vara riktad mot hemlösa,0,0,0,0,0,0,1,0,0,0
2347,Flicka vaken efter misstänkt mordförsök Hittades svårt skadad i början av juni. Minderårig misstänks även för grov våldtäkt mot barn,0,0,0,0,0,0,0,0,1,0
2348,Folkomröstning väntas bana väg för ”Tunisiens Khadaffi”,1,0,0,0,0,0,0,0,0,0
2349,Lavrov i Egypten skyller livsmedelskris på väst,0,0,0,0,0,0,1,0,0,0
2350,"Titanic""-skådespelaren David Warner är död",0,0,0,0,0,1,0,0,0,0
2351,Nästa års Eurovision hålls i Storbritannien På grund av säkerhetsläget i Ukraina blir tävlingens tvåa värdland 2023.,0,0,0,0,0,1,1,0,0,0
2352,Inga mätningar av ljudnivå på konserter Trots att tidigare år uppmätt skadliga ljudvolymer på spelningar i Göteborg.,0,0,0,0,0,1,0,1,0,0
2353,Fågelinfluensa allt mer utbredd på Gotland Djurägare oroas: ”Folk måste sluta röra sjuka djur”,0,0,0,0,0,0,0,1,0,0
2354,Film med Silvana Imam till Venedig ”Dogborn” av Isabella Carbonell får världspremiär på filmfestivalen.,0,0,0,0,0,1,0,0,0,0
2355,Jan Scherman: SR-ledningens arrogans gör public service till en valfråga Frågan måste ställas: kan vd:n Cilla Benkö och styrelsen verkligen sitta kvar?,0,0,0,0,0,1,0,0,0,0
2356,"Flera kandidater till riksdagen brottsdömda KD och V riksdagspartierna med flest misshandelsdomar i årets val, visar DN:s genomgång.",1,0,0,0,0,0,0,0,0,0
2357,"Så vill SD locka väljare på landsbygden Partiet vill att det ska löna sig mer att leva, bo och arbeta där.",1,0,0,0,0,0,0,0,0,0
2358,"Bergqvist om oflytet: ”Total vändning i dag” Stolpe ut men ändå ett godkänt mästerskap, enligt förbundskaptenen.",0,0,0,0,0,0,0,0,1,0
2359,Man dog efter olycka med elsparkcykel ”Djupt tragiskt” Var i 40-årsåldern.,0,0,0,0,0,0,1,0,0,1
2360,Emma Høen Bustos: Thatcher hade också klimatångest,1,0,0,1,0,0,0,0,0,0
2361,Joni Mitchell överraskade på festival,0,0,0,0,0,1,0,0,0,0
2362,Fyra år sedan Apple fick nej – inget har hänt Butiksplanerna i Kungsträdgården stoppades,0,0,0,0,0,0,0,0,0,1
2363,Passagerarplan fick motorhaveri på Arlanda Planet hade ännu inte lyft och ingen person ska ha kommit till skada,0,0,0,0,0,0,1,0,0,0
2364,Fyra fångar avrättade i Myanmar Första gången på flera decennier som dödsstraffet verkställs,0,0,0,0,0,0,1,0,0,0
2365,Bygg inte ut Arlanda om klimatmål ska nås” Om flygsektorn ska bidra till att klimatmålen nås så behöver nivån på resandet ligga betydligt under den nivå som rådde innan pandemin. Det skriver fyra forskare.,0,0,0,1,0,1,0,0,0,0
2366,Asllani inför EM-rysaren: Jag är mer än redo. Kosovare Asllani sökte sig bort från såväl rampljuset som landslagets träningar. De senaste dagarna har lagkaptenen tagit extra hand om kropp och knopp – allt för att komma så förberedd som möjligt till EM-semifinalen mot England.,0,0,0,0,0,0,0,0,0,0
2367,"Vi blev varmblodiga innan vi blev däggdjur. Däggdjurens förmåga att hålla en jämn kroppstemperatur har gjort dem oerhört framgångsrika i kampen för tillvaron. Men förmågan är betydligt äldre än däggdjuren själva, enligt en ny studie.",0,1,0,0,0,0,0,0,0,1
2368,"Finland: Partier vill stoppa ryska turister. De fyra stora partierna i Finland vill stoppa utfärdandet av turistvisum för ryssar, rapporterar finländska medier. Regeringen bör utreda frågan snarast, anser familje- och omsorgsminister Aki Lindén, som vikarierar för statsminister Sanna Marin",0,0,0,0,0,1,1,0,0,0
2369,Det ryska gasmonopolet Gazprom meddelar att man från onsdag drar ned på sina gasleveranser via gasledningen Nord Stream 1 till 33 miljoner kubikmeter om dagen – motsvarande omkring 20 procent av ledningens kapacitet.,0,0,0,0,1,0,1,0,0,0
2370,Därför spelar Sverige ingen bronsmatch i EM Till skillnad från andra stora fotbollsturneringar spelas ingen bronsmatch,0,0,0,0,0,0,0,0,1,0
2371,Dybala hyllades av fansen – trendade viralt,0,0,0,0,0,0,0,0,1,0
2372,Instagram svarar på kritiken: ”Det kommer bli mer videor” ,0,0,0,0,0,1,0,0,0,1
2373,Tyska veteranen Popp glänser – i EM-debuten 31-åringen såg ut att missa sitt tredje raka EM: ”Folk hade räknat ut mig.”,0,0,0,0,0,0,0,0,1,0
2374,Det handlar om politiskt maktspel” Så vässades turkiska terrorlagar mot regimkritiker.,0,0,0,0,0,0,1,0,0,0
2375,Ännu oklart om Turkiet släpper fram Sverige Nytt utspel från turkiska utrikesministern i dag: ”Måste uppfylla sina löften.”,0,0,0,0,0,0,1,0,0,0
2376,Amnesty: Afghanskor dömda till “en långsam död,0,0,0,0,0,0,1,0,0,0
2377,"Fukt, stölder och förfall förstör konstskatten i Venezuela",0,0,0,0,0,1,1,1,0,0
2378,Nya studier: Viruset bröt ut på marknad i Wuhan,0,0,0,0,0,0,1,1,0,0
2379,Hugo Ewald: Anne-Marie Eklund Löwinder påminner oss om det oförändrade i datorvärlden,0,0,0,0,0,0,0,0,0,1
2380,Destin Daniel Cretton regisserar nästa ”Avengers”-film,0,0,0,0,0,1,0,0,0,0
2381,Metallicas ”Master of puppets” har fått musikvideo,0,0,0,0,0,1,0,0,0,0
2382,Megan Thee Stallion och Big Sean anklagas för låtstöld,0,0,0,0,0,1,0,0,0,0
2383,Viljan att skänka pengar till Ukraina avtar Donationerna har minskat från rekordnivåer,0,0,0,0,1,0,1,0,0,0
2384,"Fler på iva med corona – ”inte skenat iväg än” Expert: Kan bli värre i höst. Större ökning i andra länder.', 'Ökad smitta i över hälften av regionerna Högre belastning på vården på grund av coronaviruset. Då erbjuds en fjärde dos",0,0,0,0,0,0,0,1,0,0
2385,Ytterligare banker höjer räntan på bolånen Skandiabanken höjde räntan på sina bolån på morgonen. Så mycket dyrare blir ditt lån.,0,0,0,0,1,0,0,0,0,0
2386,När porren tar över och sex blir ett missbruk Handlar inte i första hand om att skapa egen njutning. Kan pågå i timmar varje dag,0,0,0,0,0,1,0,1,0,0
2387,Gerhardsson: ”Man känner mer med spelarna” Förbundskaptens tankar med damerna efter tunga förlusten,0,0,0,0,0,0,0,0,1,0
2388,Trump: ”Vi måste rätta till vårt land” Ex-presidenten talade i Washington – för första gången sedan förlusten.,1,0,0,0,0,0,0,0,0,0
2389,19-åring körde på kvinna – misstänkt mordförsök Ska avsiktligt ha kört på en 22-årig kvinna i samband med ett bråk i Malmö.,0,0,0,0,0,0,1,0,0,0
2390,Sandra Stiskalo: Inger Alfvén mitt i 70-talets feministiska debatt Sandra Stiskalo minns en författare som var totalt lojal med sina romanpersoners inre.,0,0,0,0,0,1,0,0,0,0
2391,Historisk torka tar död på fisk och fält i Italien Lantbrukare längs Po-floden fruktar för naturens och sin egen överlevnad: Allting dör.,0,0,0,1,0,0,0,0,0,0
2392,Sverige chanslöst mot England i semifinalen 4–0 till hemmanationen. Seger: ”Inte vad man hoppades på.”,0,0,0,0,0,0,0,0,1,0
2393,"Michael Winiarski: Europas naivitet straffar sig ', 'Svenska elpriser kan skjuta i höjden i vinter ”Olycksbådande” enligt analytiker. Elransonering och mer kolkraft kan införas",0,0,0,0,1,0,0,0,0,1
2394,Ryssland minskar gastillförseln för EU Kamp mot klockan att hinna fylla gaslagren före vinterkylan,0,0,0,0,0,0,1,0,0,0
2395,Tonåring hittad död i Nacka Påträffades i skogsområde. Polisen utreder händelsen som mord.,0,0,0,0,0,0,1,0,0,0
2396,Författaren Inger Alfvén är död Hon blev 82 år och avled natten till tisdag.,0,0,0,0,0,1,0,0,0,0
2397,"Här är frågan som kan avgöra i höstens val Viktigast för väljarna för första gången på 40 år, enligt studie. Högerpartier kan gynnas.",1,0,0,0,0,0,0,0,0,0
2398,Lufthansa ställer in över tusen flygningar Endagsstrejk i Frankfurt och München väntar på onsdagen.,0,0,0,0,0,1,0,0,0,0
2399,Rapace och Söderholm lägger ned podd,0,0,0,0,0,1,0,0,0,0
2400,"Ett folkligt politiskt fenomen har slocknat Hon föddes i en taxi, bodde i husvagn – och blev en av våra mest populära politiker.",1,0,0,0,0,0,0,0,0,0
2401,Leijonborg: ”En varm medmänniska” Svenska politiker sörjer Marit Paulsen och hyllar henne för hennes gärning.,1,0,0,0,0,0,0,0,0,0
2402,Mörk materias existens kan snart bevisas,0,0,0,0,0,0,0,0,0,1
2403,Razzia hos OS-topp – tog emot flera miljoner,0,0,0,0,0,0,1,0,1,0
2404,Arvid Åhlund: Mussolinis ättlingar kan snart kontrollera Italien,1,0,0,0,0,0,0,0,0,0
2405,Professor om Nyans listor: ”Bedrägligt” Majoritet kandidater till kommunvalen folkbokförda i annan kommun,1,0,0,0,0,0,0,0,0,0
2406,Var sjunde kandidat i Nyans dömd för brott Partiet hoppas kunna bli minoriteters och muslimers röst i Sveriges riksdag,1,0,1,0,0,0,0,0,0,0
2407,Fortsatt förbannelse – 38 år av tårar och tavlor Silver och brons – men inte ett enda blågult guld sedan leran i Luton 1984,0,0,0,0,0,0,0,0,1,0
2408,Därför tar kärleken ofta slut efter semestern Demografen och sexologen tror det blir en skilsmässovåg i höst. ”Folk har skjutit upp.”,0,0,0,0,0,1,1,0,0,0
2409,Emil Krafth förlänger med Newcastle,0,0,0,0,0,0,0,0,1,0
2410,Paul Sorvino död – känd från filmen Maffiabröder,0,0,0,0,0,1,0,0,0,0
2411,Ukrainska bönder står mitt i krigets slagfält Ruslan tvingas röja robotdelar i vetefält till ljudet av smattrande maskingevär,0,0,0,0,0,0,1,0,0,1
2412,Färre VAR-kameror i damernas EM än herrarnas: ”Katastrofalt”,0,0,0,0,0,0,1,0,1,0
2413,Basebollkort väntas slå rekord – värt 100 miljoner,0,0,0,0,1,0,0,0,1,0
2414,Sergej Lavrov skyller livsmedelskris på väst Expert: Inte troligt att Ukraina tillåts återuppta spannmålsexporten,0,0,0,0,0,0,1,0,0,0
2415,Polis sköt med k-pist inne på Sweden Rock – av misstag En polisman råkade avfyra en k-pist inne på festivalområdet under Sweden Rock Festival i början av juni.\nIngen kom till skada men en kollega befann sig i närheten när vådaskottet gick av.,0,0,0,0,0,1,1,0,0,0
2416,"Är du lite småförkyld nu ska du nog hålla dig undan, för det är stor sannolikhet att det är covid-19, säger Heléne Norder, forskningsledare och mikrobiolog",0,0,0,0,0,0,0,1,0,0
2417,"Smittsskyddsläkaren: Ingen oro för apkoppor i Västmanland Region Västmanland kommer att tilldelas vaccinationsdoser mot apkoppor inom kort, men smittskyddsläkare Daniel Heimer tror inte att det kommer att finnas ett stort behov.",0,0,0,0,0,0,0,1,0,0
2418,"Ulrika Gartman Blom (M) blir nytt oppositionsråd i Lidköping Under onsdagen valdes Ulrika Gartman Blom (M) till nytt oppositionsråd för moderaterna i Lidköping. Hon ersätter Rasmus Möller (också M), som hastigt lämnade politiken under sommaren.\n– Vi har inte valt en moderatkärring utan en riktig Lidköpingsbo, säger partikollegan Christoffer Järkeborn",1,0,0,0,0,0,0,0,0,0
2419,Stora avspärrningar i centrala Uppsala – flera gator stängda Under onsdagseftermiddagen har flera vägar i centrala Uppsala stängts av på grund av O-Ringens elitetapp. Både busstationer och cykelvägar påverkas,0,0,0,0,0,0,1,0,0,0
2420,Stopp i trafiken på E4 efter lastbilsbrand Det är just nu stopp i trafiken på E4 i norrgående riktning i höjd med Huskvarna efter en latsbilsbrand. Det är oklart när trafiken kan släppas på igen,0,0,0,0,0,0,1,0,0,0
2421,"Se manetexplosionen utanför Israels kust På långt håll ser det ut som om havet är fyllt med vita prickar, men när man kommer nära syns det att det faktiskt är maneter. Israels kust har i flera år fått stora mängder med dessa vattendjur som ställer till med problem. Och de blir allt fler",0,0,0,0,0,0,1,0,0,0
2422,En allvarligt skadad efter drunkningsolycka i Vättern En man är allvarligt skadad efter en drunkningsolycka i Vättern under onsdagen. Ett stort räddningspådrag pågår vid Vätterstranden i sökande efter eventuellt fler drabbade i vattnet,0,0,0,0,0,0,1,0,0,0
